label,ccode,region,pop,qu,de,ar,aq,lng,lat,arid,capacity,delivery
Buenaventura,COL,6,248,3,3,3,1,-77.025,3.862,6.233,3.32,2193
Sebha,LBY,1,54,1,2,1,1,14.462,27.004,0.004,0.36,6319
Dongola,SDN,1,167,4,4,4,1,30.461,19.184,0.004,6.96,404
Merowe,SDN,1,177,2,4,3,1,31.848,18.563,0.009,2.24,404
Nouadhibou,MRT,1,75,3,4,3,1,-17.035,20.844,0.01,2.58,689
AsSuways,EGY,1,304,1,3,2,1,32.477,29.847,0.013,0.77,2158
al_Asir_mir_Ramadan,EGY,1,78,2,3,2,1,31.758,30.275,0.015,1.94,1515
Berber,SDN,1,144,4,4,4,1,33.996,18.029,0.018,14.11,486
Tamenghest,DZA,1,69,1,3,2,1,5.521,22.788,0.024,0.96,3261
cAtbarah,SDN,1,211,2,4,3,1,33.996,17.663,0.024,2.23,598
Ouargla,DZA,1,187,1,1,1,1,5.246,31.954,0.028,0.54,23669
Laayoune,MAR,1,172,2,3,2,1,-13.192,27.154,0.029,2.2,1307
Namibe,AGO,1,68,2,4,3,1,12.165,-15.187,0.037,1.34,697
Port_Sudan,SDN,1,256,2,4,3,1,37.207,19.528,0.04,2.39,589
Sandi,SDN,1,91,1,3,2,1,33.437,16.677,0.042,0.76,1195
Berbera,SOM,1,128,3,4,3,1,45.023,10.438,0.045,4.35,178
Bur_Said,EGY,1,189,3,3,3,1,32.263,31.274,0.046,4.55,2364
Touggourt,DZA,1,176,1,2,1,1,6.054,33.146,0.047,0.76,6097
El_Qued,DZA,1,191,1,3,2,1,6.875,33.425,0.047,0.53,2680
Nouakchott,MRT,1,157,2,4,3,1,-15.945,18.092,0.056,1.82,214
Jibuti,DJI,1,488,4,4,4,1,43.133,11.55,0.057,12.37,342
AlMatariyah,EGY,1,250,3,3,3,1,31.876,31.179,0.058,5.39,1796
Tan_Tan,MAR,1,54,2,3,2,1,-11.092,28.438,0.061,1.1,1455
Tubruq,LBY,1,110,2,2,2,1,23.954,32.058,0.076,1.66,6377
Al'Arish,EGY,1,120,2,3,2,1,33.767,31.108,0.076,1.57,1034
Errachidia,MAR,1,69,1,3,2,1,-4.421,31.938,0.083,0.98,1753
Upington,ZAF,1,64,1,2,1,1,21.25,-28.454,0.095,0.54,4753
Guelmim,MAR,1,85,2,3,2,1,-10.042,28.996,0.095,1.29,1710
Halfa_al_Jadidah,SDN,1,84,2,4,3,1,35.621,15.321,0.118,1.41,138
Gafsa,TUN,1,80,1,3,2,1,8.804,34.425,0.126,0.96,2993
Biskrah,DZA,1,187,2,3,2,1,5.762,34.838,0.126,1.84,2361
Idku,EGY,1,91,4,3,3,1,30.312,31.318,0.128,7.88,1735
Kassala,SDN,1,366,3,4,3,1,36.396,15.446,0.137,4.41,160
Alagwat,DZA,1,109,1,3,2,1,2.9,33.796,0.14,0.9,3084
Zarzis,TUN,1,75,2,2,2,1,11.047,33.551,0.141,1.45,3654
Saint_Louis,SEN,1,154,3,4,3,1,-16.459,16.028,0.145,4.34,538
Rashid,EGY,1,90,3,3,3,1,30.433,31.415,0.146,3.52,1735
al_Ubayyid,SDN,1,357,4,4,4,1,30.233,13.188,0.15,8.51,674
Marrakech,MAR,1,792,3,3,3,1,-8.054,31.659,0.161,3.45,2049
Oulad_Teima,MAR,1,90,2,3,2,1,-9.213,30.404,0.161,1.04,2013
Hasm_al_Qirbah,SDN,1,54,2,4,3,1,35.908,14.959,0.163,1.45,138
Sinnar_Al_Madinah,SDN,1,108,3,4,3,1,33.407,13.546,0.165,2.93,341
Misurata,LBY,1,466,1,3,2,1,14.613,32.416,0.179,0.95,2514
Abeche,TCD,1,81,2,4,3,1,20.842,13.838,0.18,2.42,135
Al_Nehood,SDN,1,85,3,4,3,1,28.425,12.692,0.181,2.65,533
Benguela,AGO,1,308,3,3,3,1,13.417,-12.594,0.2,4.34,1479
Agadir,MAR,1,422,2,4,3,1,-9.525,30.388,0.2,2.01,766
Bicr_Al_Citir,DZA,1,56,2,3,2,1,8.05,34.746,0.211,1.54,2937
Niyala,SDN,1,347,3,4,3,1,24.896,12.059,0.214,5.37,231
Windhoek,NAM,1,256,2,3,2,1,17.108,-22.558,0.221,1.34,3243
Hargeysa,SOM,1,143,4,4,4,1,44.062,9.567,0.221,7.32,193
Sousse,TUN,1,609,2,3,2,1,10.742,35.657,0.223,1.92,2427
Mechena,DZA,1,55,2,3,2,1,-0.271,33.529,0.223,1.27,2990
Ben_Guerir,MAR,1,56,2,3,2,1,-7.908,32.225,0.231,1.19,2273
Barikah,DZA,1,84,2,3,2,1,5.379,35.363,0.233,1.23,2488
Vredenburg,ZAF,1,53,1,2,1,1,18.042,-33.088,0.234,0.54,7310
Al_Ginaina,SDN,1,144,3,4,3,1,22.454,13.438,0.243,3.63,280
Oudtshoorn,ZAF,1,61,1,2,1,1,22.212,-33.587,0.244,0.74,5210
Fkih_Ben_Salah,MAR,1,74,1,3,2,1,-6.592,32.463,0.264,0.9,2089
Oujda,MAR,1,357,3,3,3,1,-1.9,34.684,0.268,4.44,2426
Darnah,LBY,1,88,2,2,2,1,22.637,32.734,0.271,1.49,6781
Essaouira,MAR,1,60,2,3,2,1,-9.736,31.503,0.271,2.35,2300
Addillinj,SDN,1,67,2,4,3,1,29.662,12.042,0.275,1.97,471
Gedaref,SDN,1,298,4,4,4,1,35.396,14.034,0.277,6.43,138
Bani_Mallal,MAR,1,146,2,3,2,1,-6.363,32.334,0.278,2.25,1801
Taourirt,MAR,1,71,2,3,2,1,-2.888,34.413,0.282,1.51,2723
Berkane,MAR,1,71,2,3,2,1,-2.3,34.925,0.284,1.3,2697
El_Bayadh,DZA,1,63,2,3,2,1,1.033,33.684,0.288,1.45,3127
al_Marj,LBY,1,90,2,2,2,1,20.85,32.496,0.292,1.65,6379
Wahran,DZA,1,989,3,3,3,1,-0.496,35.704,0.292,2.87,2922
Nador,MAR,1,114,1,3,2,1,-2.963,35.129,0.293,0.74,3499
Wadi_Rahiyu,DZA,1,93,3,3,3,1,0.921,35.967,0.293,3,3246
Settat,MAR,1,104,2,3,2,1,-7.608,33.004,0.295,1.66,1657
Francistown,BWA,1,69,1,2,1,1,27.525,-21.162,0.296,0.88,4203
El_Jadida,MAR,1,155,2,3,2,1,-8.466,33.217,0.31,1.35,2014
Maghniyya,DZA,1,78,2,3,2,1,-1.7,34.85,0.312,1.03,2209
Lobito,AGO,1,441,4,4,4,1,13.583,-12.385,0.314,8.72,681
Mascara,DZA,1,86,3,3,3,1,0.146,35.4,0.317,3.03,3318
Ghazaouet,DZA,1,51,1,3,2,1,-1.8,35.071,0.318,0.87,2955
Al_Hoceima,MAR,1,72,2,3,2,1,-3.892,35.18,0.319,1.05,2061
Asmara,ERI,1,438,4,4,4,1,38.937,15.338,0.323,11.6,223
Aflou,DZA,1,51,2,3,2,1,2.1,34.117,0.325,1.54,3085
Dodoma,TZA,1,155,3,4,3,1,35.737,-6.166,0.332,3.57,197
Sidibelabbes,DZA,1,207,2,3,2,1,-0.613,35.184,0.333,1.72,3211
Saida,DZA,1,148,2,3,2,1,0.162,34.838,0.336,1.83,2888
Djelfa,DZA,1,167,2,3,2,1,3.312,34.688,0.337,1.68,2560
Rams,DZA,1,81,2,3,2,1,-1.413,34.988,0.338,1.65,2920
Mossel_Bay,ZAF,1,60,1,2,1,1,22.092,-34.145,0.343,0.53,5156
Chlef,DZA,1,276,2,3,2,1,1.271,36.171,0.344,1.84,3188
Kasserine,TUN,1,76,2,3,2,1,8.846,35.171,0.346,1.17,1958
Gaborone,BWA,1,168,2,3,2,1,25.925,-24.625,0.349,1.27,2066
Cheria,DZA,1,56,2,3,2,1,7.767,35.271,0.349,1.87,3035
Kaduqli,SDN,1,96,3,4,3,1,29.729,11,0.356,3.58,129
Tebessa,DZA,1,179,2,3,2,1,8.1,35.434,0.357,1.32,2705
Tilemcen,DZA,1,273,3,3,3,1,-1.308,34.9,0.358,3.91,2992
Welkom,ZAF,1,342,2,2,2,1,26.867,-28.029,0.359,1.07,4266
Bloemfontein,ZAF,1,387,3,2,2,1,26.212,-29.121,0.36,3.16,3916
Namakgale,ZAF,1,114,1,3,2,1,31.1,-24.075,0.361,0.84,1661
Mmabatho,ZAF,1,195,2,2,2,1,25.617,-25.841,0.366,1.27,4655
Eleulma,DZA,1,111,2,3,2,1,5.696,36.15,0.37,2.4,2678
Lobatse,BWA,1,63,2,2,2,1,25.684,-25.221,0.371,1.49,3798
H._Bahbah,DZA,1,62,2,3,2,1,3.037,35.075,0.372,1.54,3266
Klerksdorp,ZAF,1,348,2,3,2,1,26.737,-26.916,0.373,1.53,2974
Addamazin,SDN,1,104,3,4,3,1,34.341,11.76,0.374,4.89,221
Msila,DZA,1,108,2,3,2,1,4.533,35.709,0.38,1.51,2732
Siyabuswa,ZAF,1,218,2,2,2,1,29.075,-25.246,0.381,1.13,6726
Botshabelo,ZAF,1,256,2,3,2,1,26.783,-29.229,0.388,2.04,2942
Atlantis,ZAF,1,73,2,2,2,1,18.492,-33.683,0.393,2.49,4947
Tiaret,DZA,1,157,3,3,3,1,1.312,35.359,0.395,2.89,2841
Dire_Dawa,ETH,1,232,3,4,3,1,41.862,9.596,0.396,3.42,156
Makalle,ETH,1,223,4,4,4,1,39.487,13.496,0.397,7.33,167
Gusau,NGA,1,193,3,4,3,1,6.679,12.171,0.4,3.87,250
Maramba,ZMB,1,93,2,3,2,1,25.862,-17.962,0.401,1.29,1832
Elattaf,DZA,1,61,2,3,2,1,1.687,36.246,0.401,1.22,3231
Guider,CMR,1,52,2,4,3,1,13.949,9.933,0.401,1.8,422
Cayn_Malilah,DZA,1,53,2,3,2,1,6.583,36.046,0.408,1.26,2999
Khouribga,MAR,1,224,2,3,2,1,-6.738,32.879,0.408,1.62,1904
Temba,ZAF,1,141,2,2,2,1,28.271,-25.354,0.411,2.49,7240
Kwekwe,ZWE,1,145,1,4,2,1,29.804,-18.971,0.413,0.86,66
Sougueur,DZA,1,61,2,3,2,1,1.446,35.184,0.415,1.42,3246
Malumfashi,NGA,1,62,3,4,3,1,7.625,11.788,0.417,3.75,285
Kroonstad,ZAF,1,97,2,3,2,1,27.229,-27.65,0.418,1.56,3287
Mubi,NGA,1,187,3,4,3,1,13.267,10.267,0.418,4.51,291
Ouagadougou,BFA,1,486,3,4,3,1,-1.504,12.359,0.419,4.46,100
Adigrat,ETH,1,53,3,4,3,1,39.475,14.279,0.423,3.2,116
Masvingo,ZWE,1,71,2,4,3,1,30.833,-20.079,0.428,1.03,72
Setif,DZA,1,244,3,2,2,1,5.429,36.184,0.433,2.72,3895
Mpwapwa,TZA,1,61,3,4,3,1,36.483,-6.35,0.434,2.76,97
Singida,TZA,1,73,3,4,3,1,34.75,-4.826,0.438,2.67,245
Koudougou,BFA,1,78,3,4,3,1,-2.367,12.254,0.438,3.61,266
Gweru,ZWE,1,123,2,4,3,1,29.8,-19.483,0.444,1.95,78
Rustenburg,ZAF,1,327,1,3,2,1,27.337,-25.654,0.447,0.91,2561
Tissemsilt,DZA,1,55,2,3,2,1,1.817,35.613,0.448,1.56,3246
Meknes,MAR,1,420,3,4,3,1,-5.533,33.888,0.452,3.23,829
Khenifra,MAR,1,65,2,3,2,1,-5.65,32.942,0.454,1.46,2092
Iringa,TZA,1,158,3,4,3,1,35.717,-7.766,0.455,2.94,255
Oum_El_Boughj,DZA,1,62,2,3,2,1,7.137,35.879,0.459,1.73,3035
Bizerte,TUN,1,178,2,3,2,1,10.03,37.175,0.459,1.74,3339
Mila,DZA,1,94,2,3,2,1,6.287,36.496,0.461,1.73,2999
Kwamhlanga,ZAF,1,103,3,2,2,1,28.783,-25.396,0.462,2.95,7240
Funtua,NGA,1,120,3,4,3,1,7.321,11.525,0.462,3.65,285
Constantine,DZA,1,620,3,2,2,1,6.642,36.363,0.472,2.97,3768
Lenyenye,ZAF,1,140,1,3,2,1,30.233,-23.979,0.473,0.69,1651
Khemis,DZA,1,180,2,3,2,1,2.1,36.284,0.476,1.67,3145
Menzel_Bourguiba,TUN,1,70,3,2,2,1,9.804,37.141,0.478,2.56,3960
Hadjout,DZA,1,76,2,3,2,1,2.404,36.554,0.479,1.21,3117
Jigjaga,ETH,1,93,3,4,3,1,42.808,9.35,0.484,3.36,110
Middelburg,ZAF,1,95,2,3,2,1,29.475,-25.775,0.485,1.14,3416
Bauchi,NGA,1,301,3,4,3,1,9.837,10.309,0.485,4.26,398
Chokwe,MOZ,1,69,2,4,3,1,33.008,-24.531,0.492,2.47,311
Machaze,MOZ,1,52,2,4,3,1,33.43,-20.85,0.493,1.1,107
Shinyanga,TZA,1,87,2,4,3,1,33.429,-3.662,0.493,1.98,108
Zaria,NGA,1,824,4,4,4,1,7.692,11.1,0.494,6.52,334
Same,TZA,1,80,3,4,3,1,37.733,-4.067,0.5,4.74,115
Morogoro,TZA,1,219,3,4,3,1,37.675,-6.816,0.5,3.26,163
Kenitra,MAR,1,318,3,3,3,1,-6.565,34.259,0.501,3.37,1329
Harer,ETH,1,108,3,4,3,1,42.129,9.313,0.503,4.77,192
Witbank,ZAF,1,242,1,2,1,1,29.296,-26.233,0.503,0.46,3886
Standerton,ZAF,1,66,2,1,1,1,29.242,-26.95,0.507,1.11,12031
Bethlehem,ZAF,1,72,1,3,2,1,28.325,-28.221,0.515,0.79,1664
Bordj_Bou_Arreridj,DZA,1,147,3,3,3,1,4.628,36.06,0.515,2.82,2371
Embalenhle,ZAF,1,136,1,1,1,1,29.162,-26.546,0.517,0.56,12031
Jijel,DZA,1,206,2,3,2,1,5.84,36.784,0.521,2.13,2295
Ksarelboukhari,DZA,1,55,2,3,2,1,2.746,35.892,0.525,1.49,3275
Garoua,CMR,1,326,4,4,4,1,13.392,9.326,0.534,6.24,185
Lilongwe,MWI,1,523,3,4,3,1,33.783,-13.95,0.544,3.13,74
Bawku,GHA,1,74,3,4,3,1,-0.238,11.059,0.548,5.1,307
Ermelo,ZAF,1,66,1,2,1,1,30,-26.529,0.549,0.97,7433
Worcester,ZAF,1,92,2,2,2,1,19.458,-33.641,0.554,1.3,4933
Tabora,TZA,1,174,4,4,4,1,32.817,-5.021,0.557,6.31,294
Thika_Municipality,KEN,1,64,2,4,3,1,37.1,-1.033,0.561,2.01,194
Dapaong,TGO,1,56,3,4,3,1,0.217,10.867,0.565,2.98,229
Magu,TZA,1,69,3,4,3,1,33.35,-2.58,0.57,3.8,70
Ksar_El_Kebir,MAR,1,96,2,2,2,1,-5.908,35.004,0.574,1.97,4773
Kanyamazane,ZAF,1,276,2,3,2,1,31.079,-25.45,0.576,1.23,1397
Tanger,MAR,1,412,3,2,2,1,-5.821,35.754,0.579,5,5165
Tetouan,MAR,1,363,3,2,2,1,-5.371,35.575,0.579,2.57,6458
Tazmalt,DZA,1,67,1,3,2,1,4.379,36.388,0.583,0.95,3321
Al_Qasr,DZA,1,89,2,3,2,1,4.792,36.642,0.587,1.07,3321
Nacala,MOZ,1,203,4,4,4,1,40.692,-14.546,0.588,6.2,91
Banjul,GMB,1,485,4,4,4,1,-16.662,13.393,0.589,8.68,232
Bolgatanga,GHA,1,70,3,4,3,1,-0.85,10.779,0.591,2.65,246
Birwagiyah,DZA,1,55,2,3,2,1,2.925,36.142,0.592,1.84,3117
Machakos_Municipality,KEN,1,62,3,4,3,1,37.262,-1.525,0.593,3.09,100
Moshi,TZA,1,180,3,4,3,1,37.333,-3.35,0.594,2.81,197
Chibuto,MOZ,1,59,4,4,4,1,33.537,-24.683,0.595,8.5,128
Guelma,DZA,1,180,2,3,2,1,7.4,36.484,0.596,1.29,3007
Bijayah,DZA,1,158,3,3,3,1,5.037,36.738,0.598,3.54,3162
Kontagora,NGA,1,93,2,4,3,1,5.475,10.4,0.599,1.8,276
Annaba,DZA,1,456,2,3,2,1,7.771,36.755,0.6,2.08,2820
Medea,DZA,1,143,3,3,3,1,2.758,36.271,0.602,3.23,2319
Kigoma,TZA,1,136,3,4,3,1,29.655,-4.885,0.602,5.43,123
Juba,SDN,1,185,3,4,3,1,31.583,4.892,0.602,5.29,225
Kabwe,ZMB,1,188,3,4,3,1,28.446,-14.421,0.602,2.77,437
George,ZAF,1,127,2,3,2,1,22.454,-33.979,0.606,1.1,1856
al_Araish,MAR,1,94,2,3,2,1,-6.125,35.179,0.61,2.41,1035
Cuamba,MOZ,1,75,2,4,3,1,36.546,-14.796,0.61,1.42,100
Chipater,ZMB,1,63,2,4,3,1,32.642,-13.637,0.618,2.08,108
Buirah,DZA,1,55,2,3,2,1,3.9,36.384,0.619,1.6,2830
Lubango,AGO,1,242,3,4,3,1,13.529,-14.925,0.619,4.55,614
Tizwaz,DZA,1,265,2,3,2,1,4.096,36.713,0.621,2.44,2248
Jalingo,NGA,1,88,2,4,3,1,11.37,8.89,0.621,2.36,269
Montepuez,MOZ,1,69,3,4,3,1,39,-13.12,0.621,4.08,111
Wa,GHA,1,76,3,4,3,1,-2.47,10.12,0.622,2.98,262
Brikama,GMB,1,65,4,4,4,1,-16.65,13.267,0.627,5.91,251
Waw,SDN,1,111,4,4,4,1,27.985,7.697,0.629,7.72,274
Arba_Minch,ETH,1,56,3,4,3,1,37.55,6.033,0.63,2.89,105
Nazret,ETH,1,171,4,4,4,1,39.32,8.65,0.631,9.22,139
Skikda,DZA,1,227,2,3,2,1,6.954,36.815,0.632,1.14,3207
Musoma,TZA,1,113,4,4,4,1,33.82,-1.531,0.634,7.3,105
Kafanchan,NGA,1,69,3,4,3,1,8.3,9.583,0.64,2.64,284
Bej?,TUN,1,60,2,2,2,1,9.2,36.729,0.641,1.74,3960
Keffi,NGA,1,78,3,4,3,1,7.887,8.846,0.646,3.78,279
Parakou,BEN,1,129,3,4,3,1,2.633,9.359,0.649,4.27,321
Cazzah,DZA,1,95,3,3,3,1,4.337,36.75,0.65,2.99,3321
Mtwara,TZA,1,136,3,4,3,1,40.187,-10.285,0.653,3.82,300
Nampula,MOZ,1,336,4,4,4,1,39.262,-15.116,0.654,9.97,118
Amadi,SDN,1,90,2,4,3,1,30.336,5.516,0.655,1.85,219
Mwanza,TZA,1,317,4,4,4,1,32.938,-2.516,0.655,6.89,140
Nakuru_Municipality,KEN,1,254,3,4,3,1,36.1,-0.277,0.656,4.69,244
Kilosa,TZA,1,109,3,4,3,1,36.983,-6.833,0.657,3.02,222
Kagoro,NGA,1,68,3,4,3,1,8.383,9.6,0.659,3.8,284
Maxixe,MOZ,1,98,3,4,3,1,35.408,-23.871,0.66,5.22,246
Natitingou,BEN,1,67,3,4,3,1,1.367,10.317,0.665,3.36,207
Jos,NGA,1,742,3,4,3,1,8.887,9.771,0.671,5,250
Angoche,MOZ,1,72,4,4,4,1,39.917,-16.227,0.674,5.85,80
East_London,ZAF,1,460,3,3,3,1,27.854,-32.994,0.676,2.96,2732
Tamale,GHA,1,297,3,4,3,1,-0.846,9.434,0.68,5.33,339
Wekdiya,ETH,1,61,3,4,3,1,39.6,11.825,0.685,4.35,108
Minna,NGA,1,121,2,4,3,1,6.542,9.634,0.686,1.42,458
Suleja,NGA,1,140,2,4,3,1,7.196,9.192,0.689,2.02,281
Mbeya,TZA,1,243,3,4,3,1,33.454,-8.904,0.689,3.22,98
Sumbawanga,TZA,1,86,3,4,3,1,31.617,-7.967,0.689,2.52,424
Abuja,NGA,1,156,1,4,2,1,7.417,9.067,0.693,0.65,135
Save,BEN,1,53,2,4,3,1,2.483,8.033,0.694,2.45,476
Souq_Ahras,DZA,1,121,2,3,2,1,7.958,36.271,0.695,1.83,2845
Keta,GHA,1,52,3,4,3,1,0.985,5.897,0.704,3.42,302
Geita,TZA,1,213,4,4,4,1,32.167,-2.867,0.705,6.58,65
Phuthaditjhaba,ZAF,1,296,2,3,2,1,28.829,-28.541,0.706,2.32,1664
Kishi,NGA,1,113,4,4,4,1,3.854,9.084,0.707,6.36,262
Nsawam,GHA,1,69,2,4,3,1,-0.338,5.817,0.71,2.21,311
Deimzubeir,SDN,1,55,2,4,3,1,26.217,7.717,0.712,2.44,110
Kalemie,COD,1,67,2,4,3,1,29.187,-5.939,0.713,2.27,307
Awassa,ETH,1,97,3,4,3,1,38.492,7.063,0.714,4.98,123
Abomey,BEN,1,137,3,4,3,1,2.037,7.184,0.722,3.66,514
Arusha,TZA,1,191,3,4,3,1,36.692,-3.379,0.725,3.09,75
Tohoun,TGO,1,78,3,4,3,1,1.609,7.033,0.725,4.05,234
Gondar,ETH,1,203,4,4,4,1,37.475,12.609,0.726,7.22,136
Xai_Xai,MOZ,1,128,3,4,3,1,33.671,-25.058,0.73,3.16,479
Kembolcha,ETH,1,86,3,4,3,1,39.742,11.079,0.731,2.96,108
Dili,TLS,1,56,1,4,2,1,125.579,-8.585,0.732,0.95,403
Kitale_Municipality,KEN,1,72,3,4,3,1,35.017,1.021,0.733,2.86,166
Mpanda,TZA,1,69,3,4,3,1,31.017,-6.35,0.733,3.04,171
Winneba,GHA,1,56,3,4,3,1,-0.625,5.373,0.741,2.52,479
Igboho,NGA,1,85,3,4,3,1,3.765,8.825,0.746,4.91,311
Djougou,BEN,1,61,3,4,3,1,1.667,9.7,0.75,2.8,183
Shaki,NGA,1,122,3,4,3,1,3.4,8.66,0.751,4.48,311
Mbale,UGA,1,106,3,4,3,1,34.196,1.071,0.753,4.63,177
Yendi,GHA,1,66,3,4,3,1,-0.017,9.433,0.758,2.6,485
Somanya,GHA,1,62,2,4,3,1,0.021,6.138,0.759,1.79,226
Effiduase,GHA,1,79,2,4,3,1,-0.258,6.092,0.762,2.4,272
Koforidua,GHA,1,86,3,4,3,1,-0.2,6.02,0.762,3.72,425
Korhogo,CIV,1,111,3,4,3,1,-5.629,9.463,0.767,2.54,379
Chimoio,MOZ,1,216,4,4,4,1,33.483,-19.116,0.77,9.57,102
Gabela,AGO,1,51,2,4,3,1,14.367,-10.85,0.772,1.96,661
Eldoret_Municipality,KEN,1,178,3,4,3,1,35.292,0.517,0.773,2.9,214
Likasi,COD,1,204,2,4,3,1,26.717,-10.991,0.775,2.32,117
Shashemenne,ETH,1,73,2,4,3,1,38.604,7.196,0.776,2.49,127
Kolwezi,COD,1,288,4,4,4,1,25.656,-10.68,0.782,9.34,122
Tsevie,TGO,1,59,4,4,4,1,1.217,6.434,0.792,7.3,310
Kisumu_Municipality,KEN,1,243,4,4,4,1,34.787,-0.087,0.806,6.23,205
Ilorin,NGA,1,776,4,4,4,1,4.562,8.484,0.806,8.67,501
Kara,TGO,1,93,3,4,3,1,1.196,9.554,0.808,3.82,167
Esikhawini,ZAF,1,248,1,3,2,1,32,-28.852,0.819,0.87,1833
Kpele,TGO,1,89,3,4,3,1,1.18,6.85,0.821,4.34,236
Bouake,CIV,1,334,3,4,3,1,-5.017,7.704,0.822,4.68,420
Mbanane,SWZ,1,95,1,4,2,1,31.262,-26.471,0.826,0.51,860
Iseyin,NGA,1,195,4,4,4,1,3.6,7.967,0.826,6.4,338
Zomba,MWI,1,99,2,4,3,1,35.321,-15.387,0.828,2.1,98
Lichinga,MOZ,1,64,3,4,3,1,35.241,-13.313,0.828,4.74,157
Luanshya,ZMB,1,144,2,4,3,1,28.396,-13.129,0.832,2.06,357
Malanje,AGO,1,226,4,4,4,1,16.352,-9.54,0.836,10.15,666
Korogwe,TZA,1,81,2,4,3,1,38.487,-5.166,0.837,1.26,104
Swedru,GHA,1,66,2,4,3,1,-0.692,5.534,0.842,1.87,517
Blitta,TGO,1,80,2,4,3,1,0.983,8.317,0.846,1.77,221
Majunga,MDG,1,67,2,4,3,1,46.348,-15.737,0.847,2.1,252
Kasama,ZMB,1,58,1,4,2,1,31.183,-10.179,0.848,0.82,201
Yei,SDN,1,60,2,4,3,1,30.679,4.091,0.851,1.84,139
Ndola,ZMB,1,400,3,4,3,1,28.658,-12.983,0.852,3.61,263
Nyeri_Municipality,KEN,1,69,2,4,3,1,36.954,-0.421,0.853,2.41,187
Cabinda,AGO,1,151,4,3,3,1,12.204,-5.567,0.853,9.7,1171
Adjengre,TGO,1,61,3,4,3,1,1,8.65,0.854,4.07,228
Bassar,TGO,1,51,3,4,3,1,0.783,9.25,0.854,4.46,499
Assela,ETH,1,67,3,4,3,1,39.146,7.959,0.855,3.1,109
Igbo_Ora,NGA,1,65,3,4,3,1,3.283,7.433,0.856,3.37,307
Oyo,NGA,1,345,4,4,4,1,3.937,7.846,0.858,13.12,424
Sokode,TGO,1,125,3,4,3,1,1.146,8.996,0.86,4.09,283
Yamoussoukro,CIV,1,108,2,4,3,1,-5.283,6.834,0.861,1.42,237
Kigali,RWA,1,374,4,4,4,1,30.1,-1.954,0.863,8.15,85
Dese,ETH,1,219,4,4,4,1,39.65,11.125,0.872,5.66,134
Ogbomosho,NGA,1,407,4,4,4,1,4.25,8.138,0.872,8.83,360
Dondo,MOZ,1,80,3,4,3,1,34.75,-19.625,0.875,3.81,193
Cape_Coast,GHA,1,198,3,4,3,1,-1.258,5.142,0.875,3.13,453
Kitwe,ZMB,1,388,3,4,3,1,28.171,-12.787,0.877,2.9,488
Blantyre,MWI,1,710,4,4,4,1,35.037,-15.916,0.879,7.33,88
Jinja,UGA,1,161,3,4,3,1,33.246,0.462,0.884,3.73,203
Lubumbashi,COD,1,541,3,4,3,1,27.483,-11.666,0.886,4.9,125
OldTafo,GHA,1,109,3,4,3,1,-0.363,6.221,0.89,3.64,272
Mufulira,ZMB,1,151,3,4,3,1,28.258,-12.554,0.891,2.7,422
Mutare,ZWE,1,181,3,4,3,1,32.612,-18.987,0.895,2.58,102
Sunyani,GHA,1,91,2,4,3,1,-2.317,7.346,0.898,2.06,385
Debre_Berhan,ETH,1,86,3,4,3,1,39.542,9.679,0.906,2.93,135
Ho,GHA,1,81,3,4,3,1,0.487,6.613,0.907,2.62,224
Atakpame,TGO,1,71,2,4,3,1,1.167,7.509,0.913,1.82,223
Masaka,UGA,1,79,3,4,3,1,31.754,-0.333,0.917,2.64,130
Kamina,COD,1,58,2,4,3,1,25.01,-8.73,0.919,2.15,85
N'dalatando,AGO,1,54,2,4,3,1,14.917,-9.3,0.92,1.78,660
Inisa,NGA,1,77,3,4,3,1,4.33,7.839,0.921,4.91,299
Offa,NGA,1,100,3,4,3,1,4.725,8.154,0.921,4.41,299
Ejigbo,NGA,1,73,4,4,4,1,4.317,7.909,0.921,6.84,299
Matadi,COD,1,138,3,4,3,1,13.5,-5.833,0.927,2.53,573
Techiman,GHA,1,70,3,4,3,1,-1.929,7.592,0.929,3.03,245
Ila,NGA,1,107,3,4,3,1,4.9,8.02,0.932,4.58,299
Kuito,AGO,1,123,4,4,4,1,16.937,-12.379,0.932,16.06,664
Okene,NGA,1,576,4,4,4,1,6.262,7.571,0.933,7.15,393
Ifon_Osun,NGA,1,94,3,4,3,1,4.496,7.838,0.936,5.42,299
Chingola,ZMB,1,173,3,4,3,1,27.875,-12.529,0.939,2.69,222
Chililabombwe,ZMB,1,58,2,4,3,1,27.846,-12.371,0.94,1.79,510
Kankan,GIN,1,107,2,4,3,1,-9.3,10.383,0.946,2.13,178
Butembo,COD,1,86,2,4,3,1,29.312,0.122,0.948,2.06,109
Quelimane,MOZ,1,182,3,4,3,1,36.9,-17.861,0.95,4.87,242
Bujumbura,BDI,1,318,3,4,3,1,29.372,-3.375,0.953,5.47,62
Bahr_Dar,ETH,1,234,3,4,3,1,37.392,11.573,0.956,4.24,116
Abengourou,CIV,1,60,2,4,3,1,-3.488,6.729,0.959,2.09,485
Daloa,CIV,1,123,3,4,3,1,-6.45,6.884,0.959,3.67,302
Boma,COD,1,186,3,3,3,1,13.062,-5.832,0.96,4.05,1152
Iwo,NGA,1,183,4,4,4,1,4.187,7.638,0.965,6.13,406
Mzuzu,MWI,1,95,2,4,3,1,34.033,-11.454,0.969,1.45,127
